구분,항목,이자보상배율(이자비용),이자보상배율(이자비용),이자보상배율(이자비용),이자보상배율(이자비용),이자보상배율(이자비용),이자보상배율(이자비용),영업이익(손실)(연결)(천원),영업이익(손실)(연결)(천원),영업이익(손실)(연결)(천원),영업이익(손실)(연결)(천원),영업이익(손실)(연결)(천원),영업이익(손실)(연결)(천원),차입금의존도,차입금의존도,차입금의존도,차입금의존도,차입금의존도,차입금의존도,총자본증가율,총자본증가율,총자본증가율,총자본증가율,총자본증가율,총자본증가율,유동자산증가율,유동자산증가율,유동자산증가율,유동자산증가율,유동자산증가율,유동자산증가율,매출액증가율,매출액증가율,매출액증가율,매출액증가율,매출액증가율,매출액증가율,순이익증가율,순이익증가율,순이익증가율,순이익증가율,순이익증가율,순이익증가율,영업이익증가율,영업이익증가율,영업이익증가율,영업이익증가율,영업이익증가율,영업이익증가율,매출액순이익률,매출액순이익률,매출액순이익률,매출액순이익률,매출액순이익률,매출액순이익률,매출액총이익률,매출액총이익률,매출액총이익률,매출액총이익률,매출액총이익률,매출액총이익률,자기자본순이익률,자기자본순이익률,자기자본순이익률,자기자본순이익률,자기자본순이익률,자기자본순이익률,총자본순이익률,총자본순이익률,총자본순이익률,총자본순이익률,총자본순이익률,총자본순이익률,매출원가 대 매출액비율,매출원가 대 매출액비율,매출원가 대 매출액비율,매출원가 대 매출액비율,매출원가 대 매출액비율,매출원가 대 매출액비율,매출채권회전률,매출채권회전률,매출채권회전률,매출채권회전률,매출채권회전률,매출채권회전률,재고자산회전률,재고자산회전률,재고자산회전률,재고자산회전률,재고자산회전률,재고자산회전률,총자본회전률,총자본회전률,총자본회전률,총자본회전률,총자본회전률,총자본회전률,유형자산회전율,유형자산회전율,유형자산회전율,유형자산회전율,유형자산회전율,유형자산회전율,부채비율,부채비율,부채비율,부채비율,부채비율,부채비율,유동비율,유동비율,유동비율,유동비율,유동비율,유동비율,자기자본배율,자기자본배율,자기자본배율,자기자본배율,자기자본배율,자기자본배율,당좌비율,당좌비율,당좌비율,당좌비율,당좌비율,당좌비율,비유동비율,비유동비율,비유동비율,비유동비율,비유동비율,비유동비율,순운전자본비율,순운전자본비율,순운전자본비율,순운전자본비율,순운전자본비율,순운전자본비율,현금비율,현금비율,현금비율,현금비율,현금비율,현금비율,부채(*)(연결)(천원),부채(*)(연결)(천원),부채(*)(연결)(천원),부채(*)(연결)(천원),부채(*)(연결)(천원),부채(*)(연결)(천원),자산(*)(연결)(천원),자산(*)(연결)(천원),자산(*)(연결)(천원),자산(*)(연결)(천원),자산(*)(연결)(천원),자산(*)(연결)(천원),매출액(영업수익)(*)(연결)(천원),매출액(영업수익)(*)(연결)(천원),매출액(영업수익)(*)(연결)(천원),매출액(영업수익)(*)(연결)(천원),매출액(영업수익)(*)(연결)(천원),매출액(영업수익)(*)(연결)(천원),CASH FLOW 대 부채비율,CASH FLOW 대 부채비율,CASH FLOW 대 부채비율,CASH FLOW 대 부채비율,CASH FLOW 대 부채비율,CASH FLOW 대 부채비율,유동부채(*)(연결)(천원),유동부채(*)(연결)(천원),유동부채(*)(연결)(천원),유동부채(*)(연결)(천원),유동부채(*)(연결)(천원),유동부채(*)(연결)(천원),유동자산(*)(연결)(천원),유동자산(*)(연결)(천원),유동자산(*)(연결)(천원),유동자산(*)(연결)(천원),유동자산(*)(연결)(천원),유동자산(*)(연결)(천원),CASH FLOW 대 매출액비율,CASH FLOW 대 매출액비율,CASH FLOW 대 매출액비율,CASH FLOW 대 매출액비율,CASH FLOW 대 매출액비율,CASH FLOW 대 매출액비율,차입금평균이자율,차입금평균이자율,차입금평균이자율,차입금평균이자율,차입금평균이자율,차입금평균이자율
(주)코콤,15710,11.73,17.8,45.73,136.64,192.51,254.28,5035947,9643460,9832999,8842419,12701364,17196078,10.86,10.41,0,0.2,0,0,9.56,-5.12,4.14,7,9.43,14.53,-1.12,-12.56,14.85,7.07,24.18,32.63,14.35,8.74,6.97,2.83,25.64,14.34,-6.77,78.43,29.51,-2.41,48.51,29.38,-14.67,90.34,1.94,-10.58,43.62,35.39,3.36,5.52,6.68,6.34,7.49,8.48,24.02,26.15,28.05,27.49,25.04,27.33,4.62,7.83,9.01,7.89,10.92,12.88,3.01,5.26,6.86,6.34,8.7,10.04,75.98,73.85,71.95,72.51,74.96,72.67,3.96,4.38,5.51,5.03,5.33,5.17,7.88,8.21,7.81,6.93,9.35,11.61,0.89,0.95,1.03,1,1.16,1.18,3.78,4.11,4.43,4.13,4.76,5.37,57.84,40.13,23.83,25.2,25.99,30.51,127.41,291.47,300.8,272.08,290.44,278.08,805.27,860.6,1014.16,1073.23,1167.17,1290.44,89,191.88,188.08,169.33,220.25,223.38,98.33,91.44,76.38,77.2,71.17,64.75,8.11,22.82,25.58,24.25,28.53,32.27,2.43,26.99,31.64,9.03,50.67,50.16,40855591,30298584,21212386,23737356,26611502,34536321,111496084,105861241,110081235,117782559,128890686,147620181,95237687,103538393,110754965,113892164,143089164,163612643,18.54,19.71,27.7,23.38,37.33,43.11,32995161,12628364,14050664,16626615,19336672,26775322,42024954,36746243,42184755,45164091,56083032,74380442,7.95,5.76,5.3,4.87,6.94,9.09,3.33,4.72,3.93,53.79,54.84,0
(주)코텍,52330,566.1,1582.82,999999999,999999999,999999999,999999999,,,,,,,0.62,0,0,0,0,0,5,-0.86,29.11,17.15,9.48,7.74,7.41,-3.24,46.85,23.62,13.11,1.71,4.23,-12.35,62.59,23.12,9.91,5.84,0.27,-63.54,266.26,62.83,-42.49,61.43,-3.11,-73.51,378.7,11.35,14.23,26.85,10.22,4.25,9.58,12.67,6.63,10.11,25.78,19.11,22.5,24.17,20.87,23.09,10.91,3.84,12.27,16.56,8.61,12.72,9.67,3.46,11.1,14.77,7.52,11.18,74.22,80.89,77.5,75.83,79.13,76.91,5.15,4.75,5.55,4.79,4.23,4.47,4.11,3,4.69,5.49,5.88,5.76,0.95,0.81,1.16,1.17,1.13,1.11,3.85,3.42,5.65,6.81,7.28,7.7,11.83,10.44,10.63,13.49,15.51,12.25,809.13,887.12,898.23,730.81,667.11,784.05,2534.19,2543.78,2732.3,3120.38,3356.56,3721.39,488.44,522.19,628.35,546.77,516.31,584.91,35.83,37.19,27.17,23.15,20.51,25.1,59.56,58.85,67.04,68.71,69.92,67.74,111.61,12.05,297.65,196.64,93.12,108.99,,,,,,,,,,,,,,,,,,,75.26,25.01,27.04,53.74,53.78,71.14,,,,,,,,,,,,,8.62,2.9,2.53,5.91,6.66,7.29,2.16,0.61,0,0,0,0
(주)코프라,126600,29.12,25.65,36.58,43.99,26.57,24.79,9296106,10406401,12543381,14149307,8350469,6328708,15.52,10.99,10.02,9.03,8.13,3.96,22.4,17.41,30.22,12.7,12.66,4.26,30.66,18.58,36.55,12.95,14.08,1.89,3.28,16.55,4.35,7.31,2.18,16.18,19.74,43.9,16.96,-6.3,-57.27,-0.48,31.32,22.7,18.67,-3.25,-40.79,-26.2,7.85,9.69,10.87,9.49,3.97,3.4,17.11,18.02,20.57,19.97,14.65,11.2,16.78,19.96,17.69,13.41,5.13,4.76,11.98,14.41,13.56,10.56,4,3.68,82.89,81.98,79.43,80.03,85.35,88.8,4.36,4.72,4.18,3.5,3.08,2.97,6.52,7.67,9.02,10.04,7.43,5.9,1.53,1.49,1.25,1.11,1.01,1.08,5.43,6.36,6.65,6.98,7.15,8.71,42.14,35.56,26.84,27.15,28.74,29.89,469.58,275.62,693.89,360.46,350.38,333.31,1064.88,1287.9,1628.3,1830.61,940.38,971.72,333.98,204.39,598.88,303.87,280.54,237.28,41.46,38.59,31.69,31.55,30.73,33.26,55.75,45.58,64.2,54.33,54.4,52.08,62.15,11.21,29.91,7.06,35.43,37.63,19518472,28455252,30594107,36905262,44151304,65677814,65785053,83860843,107225279,124690917,142292865,167381777,91297124,105294129,115810321,130126018,134792885,161369458,41.14,52.72,50.64,30.7,13.23,-20.48,9931848,28239818,20174303,36345459,43389389,64753768,47114680,52086982,71992779,88595872,106901891,127469675,8.8,10.05,9.72,6.24,3.1,-4.44,3.54,4.76,3.99,2.94,2.84,2.95
(주)콤텍시스템,31820,-5.17,-28.62,1.81,6.79,4.98,53.28,-1044912,-5148639,701615,1522472,2127309,,2.15,1.85,4.01,2.18,1.67,0,1.07,-4.17,-7.53,20.87,-19.51,15.91,2.15,-8.32,-17.33,33.22,-21.98,13.51,13.35,2.6,-21.42,14.11,-14.06,-12.16,1.96,0,0,2.39,-61.5,569.66,0,0,0,119.91,33.93,45.22,1.92,-2.97,1.71,1.53,0.69,5.24,9.64,8.89,9.98,10.71,10.53,14.43,7.07,-11.78,5.48,5.29,1.98,10.32,3.06,-4.94,2.37,2.29,0.89,6.2,90.36,91.11,90.02,89.29,89.47,85.57,3.57,3.69,3.58,3.68,3.33,4.2,12.67,16.4,12.89,15.71,15.23,16.26,1.59,1.66,1.39,1.49,1.3,1.18,42.99,27.95,18.36,23,20.69,21.09,128.12,150.78,113.08,148.67,95.77,47.48,160.22,151.92,149.91,146.6,176.59,265.47,312.76,272.63,296.7,307.28,314.17,321.78,139.95,134.69,124.89,133.63,153.74,249.03,31.67,44.17,56.13,46.79,41.72,33.83,32.37,28.15,24.52,25.8,34.13,48.03,28.3,33.83,46.15,44.33,54.37,113.69,64044810,65832787,53780835,73173077,48331147,,119842093,116860847,107817629,130290045,106679920,,181677649,186113130,146291127,166860474,143622951,,-3.05,3.45,4.36,4.09,15.03,9.68,61121803,59073425,49517960,67435537,43677161,,99579590,91590512,76141127,100747522,79057846,,-1.08,1.22,1.6,1.8,5.05,2.83,9.29,7.89,13.52,7.16,20.39,7.24
(주)큐로,15590,1.97,0.4,-2.02,-2.37,1.43,-2.64,16472376,5012604,,,,,34.99,35.5,40.62,30.52,33.31,35.17,1.59,9.61,-1.05,-14.65,-13.25,-3.63,7.21,15.38,0,-15.52,-22.93,-15.56,-16.38,24.02,-18.21,-14.47,-18.38,-42.24,27.71,0,0,0,0,0,-25.64,-82.99,0,0,0,0,3.66,-0.66,-6.74,-10.09,-4.52,-18.03,11.49,5.21,4.35,2.74,8.86,-7.2,11.08,-2.4,-21.97,-31.93,-10.65,-22.37,3.19,-0.68,-5.43,-7.54,-3.2,-8.09,88.51,94.79,95.65,97.26,91.14,107.2,4.11,4.78,3.6,3.84,5.23,2.98,35.44,62.76,69.8,42.62,35.83,38.53,0.87,1.02,0.81,0.75,0.71,0.45,2.39,3.02,2.5,2.25,1.97,1.19,229.1,282.38,330.13,316.45,169.97,183.42,93.62,88.48,90.17,103.99,97.04,79.4,282.95,266.93,234.82,160.18,132.49,111.6,90.47,86.69,88.72,99.7,94.86,77.68,131.74,141,155.74,153.5,118.53,144.13,-4.09,-8.22,-6.95,2.42,-1.71,-12.75,2.14,1.07,1.55,1.08,1.3,0.06,182881374,217680814,,,,,262833068,295677320,,,,,239973517,297335288,,,,,7.19,2.2,-6.17,2.86,4.58,-5.4,168258163,209884576,,,,,157033901,188159216,,,,,5.79,1.66,-5.86,2.68,3.78,-7.64,7.35,6.43,5.78,5.27,6.7,8.52
(주)큐로컴,40350,1.1,0.6,1.01,-0.69,0.15,-0.45,-5189353,-5607727,-4935632,-5109781,-5227212,-10516842,5.53,3.87,2.39,18.04,30.76,21.76,16.31,1.59,41.21,8.76,-17.5,-21.75,10.65,-12.17,-21.7,-31.42,-34.76,-55.53,53.86,-17.04,16.17,-2.74,-8.31,-8.71,112.25,-1.86,2235.86,0,0,0,576.46,-68.14,183.89,0,0,0,11.02,13.04,262.19,-139.11,-167.75,-233.07,17.09,16.3,21.84,14.71,16.45,11.21,1.95,1.74,32.72,-15.14,-20.92,-34.5,1.78,1.61,31.01,-13.09,-15.22,-23.96,82.91,83.7,78.16,85.29,83.55,88.79,10.78,8.47,13.38,17.21,9.82,10.69,29.61,17.44,19.31,17.43,15.42,16.67,0.16,0.12,0.12,0.09,0.09,0.1,164.77,177.48,233.03,251.27,358.73,665.4,8.6,7.12,4.45,28.22,50.42,36.46,634.8,699.36,642.64,63.2,32.29,23.64,184.54,188.17,261.06,228.7,143.22,118.24,626.95,683.17,629.59,60.12,30.69,20.7,61.1,66.61,82.55,111.26,134.69,128.35,36.85,32.41,17.71,-7.7,-21.93,-19.19,32.34,4.53,15.02,43.67,3.54,7.42,10467178,11225588,10924293,35323975,42110816,33350250,62028853,61413743,91858522,110467974,117709804,94049808,22244467,21349457,22428307,18985337,12683664,13915367,19.25,29.08,27.85,0.81,-0.15,4.45,8026083,8463796,7957348,30705714,37511577,28368920,25767123,24999840,11128478,51108883,17450067,9311855,10.14,15.73,11.75,1.97,-0.49,10.14,9.2,6.66,14.27,7.67,8.45,7.23
(주)큐로홀딩스,51780,0.05,0.22,0.17,-2.84,-2.57,0.83,356861,-75035,-280213,-15710045,-6855751,-569077,46.95,45.71,32.48,16.71,43.13,46.46,-5.76,3.63,-12.64,2.73,-38.22,4.6,-15.36,7.1,-46.84,26.34,-3.89,52.71,-8.2,-8.79,-12.75,-9.93,54.15,83.25,0,0,131.26,0,0,0,-68.3,339.63,-28.53,0,0,0,-11.02,4.47,11.84,-150.22,-243.85,-32.39,29.74,32.94,37.3,23.79,20.61,22.05,-3.78,1.32,2.69,-25.24,-83.02,-40.48,-1.65,0.62,1.49,-18.06,-55.13,-17.17,70.26,67.06,62.7,76.21,79.39,77.95,5.29,5.99,5.23,5.82,10.81,10.42,3.78,3.85,3.52,2.68,3.85,6.83,0.15,0.14,0.13,0.12,0.23,0.53,4.09,14.44,13.16,11.27,19.24,44.76,115.2,113.78,52.7,29.12,106.04,173.38,40.51,42.13,39.85,75.51,96.52,77.18,322.47,318.04,232.96,177.6,68.76,52.98,33.52,35.61,28.87,51.92,70.74,59.74,168.81,166.16,131.99,107.59,152.6,169.85,-31.66,-30.6,-20.46,-5.41,-0.93,-11.2,0.52,0.34,6.52,9.08,10.75,7.08,58036402,44591661,28459731,19889130,25315827,28918637,76369512,76809885,92194788,91308534,54861347,51629331,15744162,13124034,14844731,14592405,15357486,25216642,-5.23,-3.26,-7.82,-18.14,-16.26,-6.08,41911722,40069477,24281035,15232986,11706348,22256380,6383200,5636667,11590835,11363427,12832124,21567915,-18.21,-12.82,-19.94,-34.49,-28.27,-7.43,8.48,8.63,9.79,6.24,5.92,7.34
(주)큐리언트,115180,,,999999999,999999999,999999999,999999999,,,,,,,,,0,0,0,0,,,0,580.17,-40.25,175.52,,,0,670.49,-41.09,178.98,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,-321.43,-77.35,-62.74,-60.87,,,-241.13,-70.01,-58.19,-55.76,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,33.3,7.76,7.88,9.62,,,360.5,1438.92,1341.01,1136.95,,,102.75,673.79,384.14,814.74,,,360.5,1438.92,1341.01,1136.95,,,17.69,1.89,3.38,2.1,,,62.67,91.42,89.64,89.46,,,356.09,1320.69,445.35,197.27,,,,,,,,,,,,,,,,,,,,,-782.21,-461.09,-981.22,-348.09,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,0
(주)큐브엔터테인먼트,182360,,,14.83,-239.59,105.03,96.39,,,710695,-5701794,211107,1930704,,,3.01,0,0,0,,,0,-18.73,-2.21,29.67,,,0,-26.59,11.92,12.14,,,0,-15.05,23.32,36.77,,,0,0,0,0,,,0,0,0,164.74,,,-25.05,-21.19,-8.92,3.37,,,18.66,-2.8,18.16,16.54,,,-26.76,-20.48,-12.25,6.65,,,-20.22,-16.03,-9.39,4.27,,,81.34,102.8,81.84,83.46,,,7.21,5.55,7.45,12.41,,,0,0,0,0,,,0.81,0.76,1.05,1.27,,,48.97,21.78,20.54,34.37,,,32.34,22.5,39.67,71.2,,,373.06,438.84,292.48,167.16,,,819.03,692.69,594.12,628.5,,,373.06,438.84,292.48,167.16,,,37.03,42.8,35.67,60.96,,,52.72,50.24,49,25.87,,,231.44,111.2,137.46,109.59,,,6792291,4247533,6348137,12104726,,,27649412,21470633,22136132,28829632,,,22398853,19465306,24416090,34459464,,,11.39,-59.83,-24.47,41.61,,,5368213,3449591,5699185,11227283,,,20788619,15266255,16493661,18630419,,,3.45,-13.02,-6.53,15.42,,,6.57,4.56,0,0
(주)큐에스아이,66310,303.27,274.84,284.35,326.31,999999999,999999999,3711718,3480038,1402431,894188,1067005,-1053320,0.55,0.52,0.17,0,0,0,9.77,5.74,-0.29,-0.33,0.58,-5.49,8.53,8.1,-4.78,-2.58,-14.2,-18.8,-4,-5.53,5.28,-13.63,2.76,-16.81,84.02,-16.58,-28.37,-48.3,-6.86,0,27.71,-11.09,-22.45,-69.66,96.53,0,15.32,13.53,9.21,5.51,4.99,-12.27,26.75,29,25.81,20.62,21.84,16.84,8.37,6.53,4.47,2.25,2.07,-4.34,7.53,5.83,4.07,2.11,1.96,-4.11,73.25,71,74.19,79.38,78.16,83.16,4.58,4.43,4.96,4.55,4.79,4.11,5.02,4.41,4.47,4.11,4.29,3.79,0.49,0.43,0.44,0.38,0.39,0.34,2.22,1.83,1.99,1.73,1.77,1.55,11.85,12.18,7.38,5.78,5.42,5.49,593.47,585.09,864.36,1057.86,990.71,835.65,1179.78,1243.85,1295.64,1310.97,1323.14,1249.7,498.71,469.29,718.51,856.64,796.99,632.77,51.61,50.41,50.91,51.41,59.2,65.75,44.79,45.65,46.5,46.54,39.42,33.16,148.98,151.73,231.76,375.63,412.17,174.21,5346698,5881036,3531627,2751051,2459392,2535979,53599411,56888043,55734972,55524032,55024425,54017004,25635539,24217429,25495219,22020600,22628424,18823761,79.06,83.46,100.71,81.9,89.99,119.64,4466251,5046955,3075821,2403932,2046961,2157377,31560617,34917018,32385505,32256858,27753762,22843625,17.85,21.61,15.64,11.66,11.8,18.04,3.85,3.77,4.24,4.49,0,0
(주)크라운제과,264900,,,,,,7.06,,,,,,,,,,,,32.39,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,3.52,,,,,,36.56,,,,,,10.67,,,,,,4.11,,,,,,63.44,,,,,,6.88,,,,,,14.56,,,,,,1.17,,,,,,1.84,,,,,,159.6,,,,,,80.68,,,,,,4819.81,,,,,,59.92,,,,,,178.7,,,,,,-7.46,,,,,,13.87,,,,,,,,,,,,,,,,,,,,,,,,12.68,,,,,,,,,,,,,,,,,,6.68,,,,,,2.66
(주)크라운해태홀딩스,5740,3.95,5.07,7.69,6.81,2.38,4.84,69695411,62770834,87438755,65925320,34196284,41544954,33.13,29.57,24.86,25.64,14.92,14.29,-2.78,-0.75,-0.03,8.26,-37.74,0.53,4.28,-1.35,-5.79,8.57,-98.4,-23.28,2.52,-1.87,2.43,-3,-96.9,40.27,-28.16,73.64,35.95,-33.41,892.42,-96.44,10.58,2.11,6.59,-25.55,-91.93,235.31,2.55,4.52,6,4.12,1318.51,33.46,42.85,42.51,42.56,41.58,0,0,4.44,7.27,9.15,5.74,56.94,2.06,2.03,3.59,4.9,3.14,36.91,1.71,57.15,57.49,57.44,58.42,0,0,6.8,6.81,7.09,6.92,0.42,16.21,14.71,14.68,15.56,15.1,0.92,0,0.8,0.8,0.82,0.76,0.03,0.05,2.22,2.25,2.24,2.13,0.13,25.06,111.39,94.16,79.41,86.17,20.96,19.97,63.3,65.31,63.33,69.68,3.65,2.73,3211.17,3470.07,3754.3,3916.81,3801.08,3852.84,45.7,47.62,45.63,51.25,3.65,2.73,169.54,155.95,146.13,151.55,120.38,119.53,-11.48,-10.45,-10.74,-8.09,-12.64,-13.04,1.72,7.27,5.12,9.96,0.15,0.06,851012637,825080353,818119255,772938941,818364713,792811177,1091834196,1089820120,1121569714,1177800258,1311341477,1286504596,1118298354,1084125414,1204012618,1188834513,1002111628,1092084364,14.61,15.67,17.06,17.13,16.99,-13.42,551790515,434173036,412166679,502918210,501734722,445804862,306751218,283787806,285082302,312917489,312707560,280982586,9.53,9.52,9.23,10.82,80.72,-43.9,4.64,4.23,3.44,2.99,0.96,3.04
(주)크레버스,96240,20.27,5.01,-1.25,-7.03,5.85,13.94,15883084,11331886,6885877,1671929,13976956,15774065,18.88,19.83,23.8,28.3,20.63,15.28,28.33,-2.93,-4.49,-6.8,-7.03,-0.5,34.36,-21.65,2.78,0.44,-16.59,11.31,-5.41,-5.42,-6.38,-4.62,2.1,3.9,4.9,-77.8,0,0,0,35.09,-12.54,-52.36,0,0,0,52.71,10.81,2.54,-5.12,-24.11,6.61,8.59,0,0,0,0,0,0,11.71,2.57,-5.22,-27.32,8.27,10.39,8.98,1.8,-3.53,-16.8,5.05,7.1,0,0,0,0,0,0,4.71,3.79,3.48,3.66,4.37,5.47,634.69,341.86,210.35,145.14,114.46,157.4,0.83,0.71,0.69,0.7,0.76,0.83,15.3,7.91,7.33,11.07,18.68,23.68,43,43.04,53.12,74.17,53.62,39.53,221.36,102.42,96.99,92.6,91.32,130.9,2581.17,2504.65,2231.43,1649.68,1703.67,1711.7,220.47,101.47,95.8,91.02,89.03,129.8,91.11,101.15,104.86,115.01,106.81,91.96,19.89,0.69,-0.98,-2.71,-2.9,8.05,60.14,14.77,24.09,33.84,28.07,68.28,54549801,62124054,69668575,72796978,61948501,77062158,121921363,120806152,125382465,148986377,145606600,166309402,125262571,130461470,135508996,138574465,147363632,152690562,26.51,30.91,31.32,20.35,32.21,63.16,32520097,59607451,63874074,58260535,49941435,65993598,52650296,40164424,49788197,54143448,43158368,45900138,10.78,12.92,15.39,11.99,14.17,21.59,5.19,4.96,4.26,2.9,4.03,3.69
(주)크리스에프앤씨,110790,5.73,6.25,12.32,14.47,53.03,45.55,15414582,21438914,32714196,,46324715,43599454,37.92,38.49,26.43,20.63,19.84,10.45,39.27,3.76,9.57,25.84,32.69,33.39,44.54,4.81,16.26,72.47,5.32,54.56,21.4,17.24,15.59,24.49,35.8,-7.89,348.72,-12.48,86.46,5.84,83.23,-5.62,281.99,27.86,54.38,45.81,53.18,-6.32,8.91,6.65,10.73,9.13,12.31,12.62,66.08,64.07,65.67,66.97,64.95,65.56,45.6,29.7,40.62,28.13,33.27,19.6,11.73,8.65,15.12,13.55,19.15,13.58,33.92,35.93,34.33,33.03,35.05,34.44,12.96,13.16,13.1,13.98,17.78,17.36,3.39,3.2,3.45,2.95,3.17,2.74,1.32,1.3,1.41,1.48,1.56,1.08,3.58,4.18,5.17,7.22,6.07,3.96,282.56,212.32,138.29,88.27,64.16,32.36,89.7,90.63,107.73,167.61,161.97,293.83,2801.05,3560,5112.48,6541.8,1244.46,1749.92,18.47,20.51,27.42,40.52,46.57,139.81,185.27,149.62,106.57,45.64,65.45,40.14,-5.92,-5.39,3.96,30.56,23.01,45.96,1.13,1.98,4.11,9.79,5.93,99.74,96016422,97621219,85860314,,88454699,67222248,128996482,139521079,147428349,,211025528,272079008,160335345,193680723,225949829,,281050483,257887299,2.49,7.02,16.54,11.71,21.24,43.34,78554138,85850575,77701788,,84474699,65232248,78713316,91856216,102635819,,130046281,189787341,1.62,3.74,7.13,4.12,6.09,11.25,5.22,5.2,4.53,6.61,2.45,2.8
(주)크린앤사이언스,45520,3.67,6.19,8.93,9.88,12.74,11.24,1975328,2709628,4226416,4354522,6293672,8116682,28.63,23.54,24.81,22.67,25.23,28,2.02,-1.83,11.19,16.89,30.25,24.02,9.09,2.85,5.23,26.63,19.06,22.43,14.96,3.12,5.8,1.39,28.62,23.51,32.86,39.73,87.98,-0.17,33.4,42.84,6.06,40.72,51.65,7.09,41.72,19.9,2.54,3.45,6.12,6.03,6.25,7.23,18.97,19.63,21.5,22.17,21.57,19.69,7.4,9.43,16.07,14.3,16.37,20.01,3.51,4.91,8.82,7.71,8.29,9.34,81.03,80.37,78.5,77.83,78.43,80.31,4.84,4.65,4.85,4.33,4.68,4.6,7.43,6.84,6.59,7.1,7.95,6.94,1.38,1.42,1.44,1.28,1.32,1.29,5.21,5.98,5.64,5.03,4.93,4.2,104.62,81.02,83.4,87.34,106.28,121.11,156.95,189.56,238.4,243.35,172.82,193.03,528.06,585.97,643.08,735.88,870.52,1007.19,108.21,126.83,155.97,190.44,122.61,133.21,74.89,60.78,68.11,59.76,77.87,85.23,23,31.38,36.49,40.12,26.23,29.62,13.34,15.74,23.98,29.81,18.74,6.56,20484695,17809655,20120928,23833033,33885861,44623005,39632733,39294982,43603238,50645236,65672135,81338496,54208174,56226928,59520256,59971176,77107947,95238575,8.08,8.64,19.96,25.67,14.92,8.38,16251719,14048277,11895532,14455595,23724931,25977660,25269831,26370526,27691023,34639567,40988670,50070600,3.02,2.69,6.64,10.09,6.56,3.94,4.65,4.45,4.82,4.18,3.63,3.51
(주)클라우드에어,36170,2.27,-0.9,2.52,9.07,9.4,0.35,2618938,-1499847,1412148,1097104,1480650,717303,25.91,25.19,13.29,4.29,15.38,23.5,-4.38,2.41,-20.71,-6.99,39.25,16.73,-4.53,5.25,-0.07,-21.07,72.19,22.38,18.54,-2.39,-72.19,-18.55,-7.08,-8.86,0,0,0,0,-76.58,0,98.26,0,0,39.4,11.12,-54.64,-0.27,-0.55,-80.49,14.89,3.75,-18.13,11.78,5.44,17.2,28.42,29.49,23.54,-0.36,-0.72,-27.72,3.93,0.86,-3.44,-0.21,-0.43,-19.47,3.44,0.7,-2.44,88.22,94.56,82.8,71.58,70.51,76.46,5.94,5.88,2.28,3.65,4.5,4.97,4.63,5.09,2.89,10.63,10.38,9.22,0.8,0.79,0.24,0.23,0.19,0.13,2.02,2.08,0.81,1.05,1.04,1,69.11,65.56,20.94,8.1,36.66,45.69,134.36,144.38,431.13,989.89,275.83,247.17,380.45,381.26,258.12,268.61,271.56,264.89,88.52,108.98,416.53,954.92,269.56,242.81,80.48,76.39,38.86,45.84,39.34,36.92,13.4,16.55,52.13,51.77,45.4,44.45,10.16,7.91,256.58,566.62,195.84,165.14,38601700,38412618,13173445,5390723,26218408,35670215,93303682,96490084,75826536,69188584,95146781,111447884,75783205,73979284,20574075,17665255,16593462,14413626,10.88,13.11,20.91,60.96,19.39,8.69,36855819,36194942,11946254,4140272,25174111,34355253,51692996,55007935,52407535,43995621,69502575,84946855,5.43,6.66,13.24,19.07,32.54,21.84,5.33,4.34,4.36,4.4,3.41,18.1
(주)클래시스,214150,,,,,85.83,39.99,,,,,10802378,17476490,,,,,33.03,20.41,,,,,0,19.85,,,,,0,-3.93,,,,,0,35.56,,,,,0,0,,,,,0,61.95,,,,,-14.85,31.67,,,,,68.99,73.15,,,,,-14.66,34.51,,,,,-8.15,21.42,,,,,31.01,26.85,,,,,15.86,21.74,,,,,7.01,8.67,,,,,0.55,0.68,,,,,1.08,1.2,,,,,79.93,48.22,,,,,189.18,176.66,,,,,580.27,823.81,,,,,154.86,136.93,,,,,102.34,96.98,,,,,20.33,15,,,,,130.81,68.09,,,,,28069163,24634180,,,,,63161123,75677204,,,,,34868166,47481790,,,,,30.77,50,,,,,14413164,14824976,,,,,27683050,26600328,,,,,24.92,26.22,,,,,0.6,2.41
